Account,2024-04-05,2024-04-08,2024-05-03,2024-04-17,2024-05-10,2024-05-15,2024-05-08,2024-05-09,2024-05-20,Total Follows
rOfzCGqr3E,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
shaig,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
distributedg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
horizenglobal,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
janehk,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
winklevosscap,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LEnvrwWHGG,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stockmaster0x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
zack_holland,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZacharyDash,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SelectFew,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DoctorTurtleboy,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hamptonfounders,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TheStudio,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
recvcx,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EpochIsland,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
thesamparr,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MKBHD,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HyperliquidX,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
OfficialMrDude,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
xuwinniexu,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
BlockTower,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
jimmyfpe,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AylaDLyla,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lifewithart_,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9H39DQs3DV,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hostiledesign,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4P9eDP2khm,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ComplexPop,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
yz5Hfmxoka,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
theheavyheavyuk,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MonicaJalali,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
gran1te_mtn,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nosleepjon,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
starzqeth,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ubiquity6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AnjneyMidha,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SidleyLaw,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sg7zNv5yxF,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MerabDvalishvil,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ADhuna,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SenTpYnyEE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24BUBBLE&src=cashtag_click,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DanketsuNFT,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
OpendbHQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Prosus_Ventures,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ishank20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
augurproject,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CourtsideVC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6SzB1pXPXc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
wfW5L1lYXY,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AllyTaft,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SamsungDE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
VivekMadani,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
skyriziii,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KGeN_IO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FrdGrn,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
kiosksocial,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
berkeley,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
useteller,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Neuralink,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Starrynight_cap,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cole0x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Guidespfp,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sensei,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
marianaventures,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
wetikos,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0xmatthewb,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SVB_Financial,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bigwolfgames,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
digg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
kingshihua,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
damccormick13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hellmania,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
OrcaClimateFund,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
metropolis_dao,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
voteforpedrito,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sergitosergito,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24LSP&src=cashtag_click,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Juicerfi,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
trycreate_co,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
maiyegun,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
checkin_xyz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
elonrwa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
simonlapscher,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UaexQv0bcM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aurumek_,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ppmoon69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
zenly,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dtrinh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
xNFT_Backpack,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
yukiw_eth,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
juiceboxETH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LamboSpaceP,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KlimaDAO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
smatthewenglish,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
neon_dao,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ClassicScuba,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
path,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
beyondClub_xyz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
q3w1ED3f14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ieSYEs8M1W,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
baby_fisherman,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24TURBO&src=cashtag_click,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0RacerAlt,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
oncredxyz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HideoutNFT,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unchainedaio,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EvaVlaar,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
shady_oak1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TsukamotoHideki,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TurboToadToken,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24eth&src=cashtag_click,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hey_amme,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CloutedMind,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
q98gHouElD,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Omnisats,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
valueandtime,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dollarsanddata,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
superbasedd,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TokenFundament1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
milady807796679,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
shingaithornton,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SenateFinance,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SenatorDurbin,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JudiciaryDems,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
WydenPress,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TokensoftInc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SenMikeLee,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RonWyden,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
F6XmPU61WA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1HiveOrg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
itsmoislam,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RandPaul,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tangent_xyz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0xroylu,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
payloadspace,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nubit_org,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0xWangarian,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
opentensor,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
alt_layer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
omron_ai,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29LWayoT1O,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
grimmtidings,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HaPi31415,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
YoungJapanTexts,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AW_Research,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
wighawag,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
etherplay,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
roux__xyz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sulkalmakh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
opiumhum,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
clemson,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UCSBPsych,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
asterainstitute,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
eboyden3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
richardfuisz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
olshav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
weslouis_,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Andrew_C_Payne,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
pioneer_fund,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Komorebi8888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
secparam,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stratagems_eth,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
komorebihack,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
__tosh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mTzUrwyYtp,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AspynPalatnick,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0xSerious,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
heraldofloot,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62f84mR3zg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mercury,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
neondatabase,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
jchaskin22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
smaroo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6ywl5wKD5k,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
razgraf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LiveOverflow,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
jam_systems,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0xbaratie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rishotics,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
michaelandregg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
boilerroomtv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FatherMcKennaa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
blockchainchick,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BitcoinNewsCom,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24GLXY&src=cashtag_click,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
davidshattuck8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
YTrNo7pumv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
deanslistDAO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exfatloss,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
OnrampBitcoin,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
flightradar24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
m8UqaIZaMC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NVENKAT999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
defitalents,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hJp1GRl5pz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bitcoinpark_,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
isabelfoxenduke,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Reuters,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MichaelPaulEdw1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KetoCarnivore,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
uUmKtsxwHy,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
seemaychou,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mbeyeler,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bionicvisionlab,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PixiumVision,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
yashgaroth,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
arcadiascience,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ProfBeyeler,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ucsf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CTMFestival,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E11BIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dcsilver,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
jIlcPo9pGC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mnovendstern,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rebane2001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
YeruiZhang,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cs1TfhpBhw,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
peruvian_bull,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rl9KbR8iol,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
backaes,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
jackabraham,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
astranis,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hyperledger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ResearchNothing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
jpthor89,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Daus8885,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
johannes_hage,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
StanfordMed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixpanel,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
zsF8CRVin4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
absinthe_labs,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hd_diversity,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
StanfordSVL,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Aleph__Alpha,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fwboPIDUNa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BinanceUS,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Zesy7cVr0z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PrincetonCITP,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Huobiglobal,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
metaai,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
vanishree_rao,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LumaAI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
jasonjoyride,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ByteNano,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
gui_penedo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
russelljkaplan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
navigate_ai,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0x_Allending,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AndrewCurran_,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BGy7PdgI6u,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Scale_AI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Suhail,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
th2giQiV9y,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gim7EpuxVw,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0xDonnaXo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0xdc92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hanzthehuman,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
playground_ai,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
random_walker,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ebunker_eth,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RichJWidmann,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mistdev3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
oracle,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TogetherColl,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
solidityguild,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CSHL,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0xRedswap,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hextreeio,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bolt__AI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rizelabs,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
iitkgp,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
komorebi8888_jp,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BastionPlatform,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
kORvEuCUpJ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
terminaldotshop,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PodsFinance,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exowatt305,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AW_house,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Iamtomblake,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BootleJonathan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KRVIbacRGZ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nassyweazy,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
foundation_artb,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
apoorvlathey,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bert_keenan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DrxlEth,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
teemupai,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
solarplex_xyz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
oneofweb3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
open_labels,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
