Account,2024-04-05,2024-04-08,2024-05-03,2024-04-17,2024-05-10,2024-05-15,2024-05-08,2024-05-09,2024-05-20,Total Follows
AtlanticCouncil,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
testmachine_ai,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
AlinejadMasih,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
RuiHuang_art,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
PlugandPlayTC,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
GodsUnchained,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
GeufiDWSmb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
AdrenaProtocol,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0xEren,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
citychampxyz,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nextjs,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
KadrianStahley_,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DropBox,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
rauchg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
AlexLangeVC,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
EarlybirdVC,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
NTmoney,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
vercel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
SaeedAmidi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
LendingClub,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
SimoneSyed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24JEPI&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24Cham&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Wwyre9YJmo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nIhK7JjSCs,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
NetmindAi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
yoSnickerdoodle,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
l7RuZPKfcn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24HASHAI&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24NMT&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
VelasCommerce,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MdBreathe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2B33MQ1iw6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
intuitio,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
FilFoundation,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
JPadillaCA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
YStJyP1T1i,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24IOC&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
moeluthra,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7Jo49A5dC8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
cYOXxXdzRT,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
PeterMallouk,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ebuxrewards,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DSG6gt7ykE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
masbro746542,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
SanJuanBitdevs,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
glacislabs,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
jagritiyatra,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
AfterSell,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
reliancejio,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
chaingenius,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MechA_tez,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
traderric,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Arthur_van_Pelt,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
BumAarsh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
fT7mTE2S5m,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MBjegovic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
luka_2022,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
CVeWUARll0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Bubblebathgirl,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
NFTDestin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DelvitApp,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9NRz67BK3k,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
tierotiero,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Gator2Crypto,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ffdweb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24GLQ&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
tBrvs8Hpg5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
YoSnickerdoodle,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24zKHIVE&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24JNJ&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
hmichellerose,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
mala,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0N2En2N6ro,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DrJackKruse,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
vulpemventures,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
TimAC6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24ZKML&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
SchwarzmanOrg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ViktronDimitri,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0U1Ki0Ihet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Sina_21st,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ShaykhSulaiman,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
meetarbo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24VOO&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
JamesOKeefeIII,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
jamesswiftmail,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
IOCDev,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24SCHD&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
SovereignCarel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
goldenBullRider,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
origin_trail,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
CattleandHogs,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
rufusdoteth,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
72Conmhuud,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MoNDefense,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
636jKertY9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
CPIWealth,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
W4I1WtqhJY,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24O&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
GVDBossche,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
okeefemedia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MattGarciaEth,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
XLFYKcHgOZ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
K08oTIf1Al,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
david_perell,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
proofgp,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
dark3web1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24ATOM&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
L2Iterative,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
FahrenheitHlg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
wayofjin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
FormaChain,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
BigRicky_eth,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
otto_crypt,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
jamesyoung,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MilkRoadDaily,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
eBay_UK,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ernopp,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
CosmosATOMDaily,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
AnavAgrawal2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
UMAProtocol,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
dorahacks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DoraFactory,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
santoshpanda,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ColoradoSIPA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
n9M0G2CP3A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
bzeQ7VVyS0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
jasonbadeaux,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
go_daylight,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
EV3ventures,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
SOE9HtxXdi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
littmath,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
deepfates,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
twilio,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
gitlab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
groupthinkai,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
reclaimai,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
atomosspace,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
retool,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DanielleMorrill,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Mattermark,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
HTurley6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MKjrstad,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Collab_land_,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
s40uHnCdvQ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
GOPOversight,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Abridged_io,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nodeguardians,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
XAI_GAMES,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
eRG5Uf82RR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
BBCiPlayer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
davidsrz,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
tristan_angles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
keane2hodl,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
BuildOnPalm,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Hillsdale,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
FefeDemeny,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aCameronhuff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24USA&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24PAID&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
kJdY68xtjk,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
oDu6PVUVNM,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
njess,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Explara,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
klee_049,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
OnlyDust_com,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
NITIAayog,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
bmaia_expat,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Stake_Cat,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
CATBOTICA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0xRampey,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
genarc_official,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
core_scientific,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
StevenQuartz,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
BAYCKorea,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
PUsZRwnvHv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ninerealms_cap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
AmirRezaizadeh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
mishika251,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
FoundershipHQ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
wwwwednesday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
digitlartifacts,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
danconia_crypto,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
moneromahesh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Bain,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24TIME&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
NC1mhE2vFP,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
xverseApp,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
airbound_co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MattAhlborg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
search?q=%24Pendle&src=cashtag_click,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ZoomBachelor,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Abbasshaikh42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
spedxhq,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Luigi05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
scventuresDNA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
_cubik,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
bitrefill,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sahilpabale,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
liquityprotocol,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
KChargecat,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Oaktree,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Iconscout,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
toothfairy_hk,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MetacampDAO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
storyonbase,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
TarunMangukiya,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
allenday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
tenderize_me,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
PPQdotAI,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Circle_Ventures,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
grantf_sol,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Degenspartan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MariaShen,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MTorygreen,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
katadotai,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
EDCBeatBit,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0xLukeCrypto,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
stablesbernie,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0xPolygonlabs,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Build_on_BOB,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Ordinals_Asia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ElizabethOls0n,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
CuriousCharjan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
hi_trillions,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
LottieFiles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
IcedNFTea,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MerrillLynch,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
zeroxaquaa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Adesuwa_omoruyi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Wyatt_Lonergan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0n1Force,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
InterlayHQ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
SperaxUSD,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ribbonfinance,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
NTUBlockchain,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Sentosa_Island,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
CopperxHQ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Kamino_Finance,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
flowdesk_co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
HelpedHope,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
hashedem,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Pandora_ERC404,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
fiege_max,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
mathdroid,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
cryptovalleys,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
KevinSoobratty,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
LFC,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
HoolieG,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Disney,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
stables_money,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
redonettii,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nikki_sunset,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ChefAlec,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Web3GenLabs,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
PhilCrypto77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
y77cao,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
avu,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
emerick__mary,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
HubbleProtocol,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
sachin12eth,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
merenti_xyz,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
vinnie_io,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
omnikingdoms,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
georgwiese,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Titan_Mining,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
otzSPDLUoQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
_ScottFriedman,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
WVFRM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HyMApFY8e6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
kgen_io,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Accel_India,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
catalogfi,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fomobullclub,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
kgen_community,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PolygonVentures,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
b4K67lyMgD,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
abinbev,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
iitbombay,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EricdeL69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
GetBubbleCoin,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
glodollar,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Imaginary_Ones,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
paulgebheim,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
eden_,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cUOYQasCri,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
